l_simp_chinese:
 religion_swap.1.t:0 "State Religion"
 standardize_austro_hungarian_addon_slovene.1.b:0 "Perhaps its better to exclude them."
 standardize_austro_hungarian_addon_slovene_var_custom_tooltip:0 "Has decided to include the $slovene$."
 standardize_austro_hungarian_addon_slovene_not_var_custom_tooltip:0 "Has not yet decided to include the $slovene$ culture."
 standardize_austro_hungarian_addon_serb.1.t:0 "What about $serb$?"
 standardize_austro_hungarian_addon_serb.1.f:0 "Some of our advisors say that the $serb$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_austro_hungarian_addon_serb.1.a:0 "We will include them!"
 standardize_austro_hungarian_addon_serb.1.b:0 "Perhaps its better to exclude them."
 standardize_austro_hungarian_addon_serb_var_custom_tooltip:0 "Has decided to include the $serb$."
 standardize_austro_hungarian_addon_serb_not_var_custom_tooltip:0 "Has not yet decided to include the $serb$ culture."
 standardize_austro_hungarian_addon_north_german.1.t:0 "What about $north_german$?"
 standardize_austro_hungarian_addon_north_german.1.f:0 "Some of our advisors say that the $north_german$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_austro_hungarian_addon_north_german.1.a:0 "We will include them!"
 standardize_austro_hungarian_addon_north_german.1.b:0 "Perhaps its better to exclude them."
 standardize_austro_hungarian_addon_north_german_var_custom_tooltip:0 "Has decided to include the $north_german$."
 standardize_austro_hungarian_addon_north_german_not_var_custom_tooltip:0 "Has not yet decided to include the $north_german$ culture."
 standardize_austro_hungarian_addon_slovak.1.t:0 "What about $slovak$?"
 standardize_austro_hungarian_addon_slovak.1.f:0 "Some of our advisors say that the $slovak$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_austro_hungarian_addon_slovak.1.a:0 "We will include them!"
 standardize_austro_hungarian_addon_slovak.1.b:0 "Perhaps its better to exclude them."
 standardize_austro_hungarian_addon_slovak_var_custom_tooltip:0 "Has decided to include the $slovak$."
 standardize_austro_hungarian_addon_slovak_not_var_custom_tooltip:0 "Has not yet decided to include the $slovak$ culture."
 standardize_austro_hungarian_addon_croat.1.t:0 "What about $croat$?"
 standardize_austro_hungarian_addon_croat.1.f:0 "Some of our advisors say that the $croat$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_austro_hungarian_addon_croat.1.a:0 "We will include them!"
 standardize_austro_hungarian_addon_croat.1.b:0 "Perhaps its better to exclude them."
 standardize_austro_hungarian_addon_croat_var_custom_tooltip:0 "Has decided to include the $croat$."
 standardize_austro_hungarian_addon_croat_not_var_custom_tooltip:0 "Has not yet decided to include the $croat$ culture."
 standardize_austro_hungarian_addon_polish.1.t:0 "What about $polish$?"
 standardize_austro_hungarian_addon_polish.1.f:0 "Some of our advisors say that the $polish$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_austro_hungarian_addon_polish.1.a:0 "We will include them!"
 standardize_austro_hungarian_addon_polish.1.b:0 "Perhaps its better to exclude them."
 standardize_austro_hungarian_addon_polish_var_custom_tooltip:0 "Has decided to include the $polish$."
 standardize_austro_hungarian_addon_polish_not_var_custom_tooltip:0 "Has not yet decided to include the $polish$ culture."
 standardize_austro_hungarian_addon_romanian.1.t:0 "What about $romanian$?"
 standardize_austro_hungarian_addon_romanian.1.f:0 "Some of our advisors say that the $romanian$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_austro_hungarian_addon_romanian.1.a:0 "We will include them!"
 standardize_austro_hungarian_addon_romanian.1.b:0 "Perhaps its better to exclude them."
 standardize_austro_hungarian_addon_romanian_var_custom_tooltip:0 "Has decided to include the $romanian$."
 standardize_austro_hungarian_addon_romanian_not_var_custom_tooltip:0 "Has not yet decided to include the $romanian$ culture."
 standardize_austro_hungarian_addon_north_italian.1.t:0 "What about $north_italian$?"
 standardize_austro_hungarian_addon_north_italian.1.f:0 "Some of our advisors say that the $north_italian$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_austro_hungarian_addon_north_italian.1.a:0 "We will include them!"
 standardize_austro_hungarian_addon_north_italian.1.b:0 "Perhaps its better to exclude them."
 standardize_austro_hungarian_addon_north_italian_var_custom_tooltip:0 "Has decided to include the $north_italian$."
 standardize_austro_hungarian_addon_north_italian_not_var_custom_tooltip:0 "Has not yet decided to include the $north_italian$ culture."
 standardize_austro_hungarian_addon_czech.1.t:0 "What about $czech$?"
 standardize_austro_hungarian_addon_czech.1.f:0 "Some of our advisors say that the $czech$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_austro_hungarian_addon_czech.1.a:0 "We will include them!"
 standardize_austro_hungarian_addon_czech.1.b:0 "Perhaps its better to exclude them."
 standardize_austro_hungarian_addon_czech_var_custom_tooltip:0 "Has decided to include the $czech$."
 standardize_austro_hungarian_addon_czech_not_var_custom_tooltip:0 "Has not yet decided to include the $czech$ culture."
 standardize_austro_hungarian_addon_bosniak.1.t:0 "What about $bosniak$?"
 standardize_austro_hungarian_addon_bosniak.1.f:0 "Some of our advisors say that the $bosniak$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_austro_hungarian_addon_bosniak.1.a:0 "We will include them!"
 standardize_austro_hungarian_addon_bosniak.1.b:0 "Perhaps its better to exclude them."
 standardize_austro_hungarian_addon_bosniak_var_custom_tooltip:0 "Has decided to include the $bosniak$."
 standardize_austro_hungarian_addon_bosniak_not_var_custom_tooltip:0 "Has not yet decided to include the $bosniak$ culture."
 baltic:0 "Baltic"
 standardize_baltic_decision_var_custom_tooltip:0 "Has made the decision to develop the Baltic culture"
 standardize_baltic_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the Baltic culture"
 standardize_baltic_decision:0 "Develop the Baltic Culture"
 standardize_baltic_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_baltic:0 "Develop Baltic"
 je_standardize_baltic_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_baltic.1.t:0 "Emerging Baltic Culture"
 standardize_baltic.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as Baltic."
 standardize_baltic.1.a:0 "And so it shall be."
 standardize_baltic.2.t:0 "Yearly graduation"
 standardize_baltic.2.f:0 "New graduates."
 standardize_baltic.2.a:0 "Nice."
 standardize_baltic.3.t:0 "A Noticeable Cultural Change"
 standardize_baltic.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_baltic.3.a:0 "A sign of progress."
 standardize_baltic.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_baltic.3.c:0 "We should push harder!"
 standardize_baltic.4.t:0 "Welcome To The Fold"
 standardize_baltic.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_baltic.4.a:0 "All I see is family!"
 standardize_baltic.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_baltic.5.f:0 "New graduates." 
 standardize_baltic.5.a:0 "Nice."
 standardize_baltic.6.t:0 "$baltic$ Debug Menu"
 standardize_baltic.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $baltic$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_baltic.6.a:0 "Keep me around, just in case."
 standardize_baltic.6.b:0 "Hide this menu and decision forever."
 standardize_baltic.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_baltic.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_baltic.6.e:0 "Convert all eligible pops to $baltic$."
 standardize_baltic.6.g:0 "Change state religion."
 complete_baltic_decision_not_var_custom_tooltip:0 "Has not decided to set $baltic$ conversion to 100%"
